year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2006,BMW,5 Series,530xi,Wagon,automatic,wbann73536cn00729,ca,3.6,125862,silver,gray,premium auto wholesale,7050,7300,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13506kx63711,ca,2,155982,black,gray,hoehn motors inc,4800,5700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,BMW,5 Series,530i,Sedan,automatic,wbane73596cm38804,ca,3.6,77514,gray,black,remarketing by ge/manheim southern california,9650,9300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83556dt63841,ca,3.3,120117,gray,gray,stg auto group,8300,5100,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2006,BMW,3 Series,330i,Sedan,automatic,wbavb33576ks31805,ca,2.5,89307,black,black,san diego sports cars,8500,9500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13576kx45450,ca,3.5,135810,black,black,san diego sports cars,5500,7000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,BMW,X3,3.0i,SUV,automatic,wbxpa93476wg90761,ca,3.5,107114,silver,black,san diego sports cars,7800,8500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,BMW,X3,3.0i,SUV,automatic,wbxpa93476wd24895,ca,2.6,82344,silver,gray,onemain rem/m&m auto traders,9175,12000,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2006,BMW,5 Series,530i,Sedan,automatic,wbane73576cm38719,ca,3.4,94711,gray,gray,land rover redwood city,8650,10000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,X3,3.0i,SUV,automatic,wbxpa93405wd11839,ca,3.8,123353,black,black,arrowhead auto group inc,5400,6500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,BMW,3 Series,325i,Sedan,automatic,wbaet37425nj85781,ca,2.3,93895,black,black,guard auto sales,4600,6000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,3 Series,325i,Sedan,automatic,wbaev33465kx12822,ca,3.6,137382,silver,black,high bid trading co inc,2750,3700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,BMW,5 Series,530i,Sedan,automatic,wbana73594b048039,ca,2,77931,gray,gray,repo remarketing / cooperative center fcu,7650,4800,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2004,BMW,3 Series,330xi,Sedan,automatic,wbaew53444pn33253,ca,2.6,143604,gray,gray,california fleet inc,3925,3900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,BMW,5 Series,530i,Sedan,automatic,wbana73524b065104,ca,3.5,65355,silver,gray,jaguar land rover north scottsdale,8275,10000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2004,BMW,3 Series,325i,Sedan,automatic,wbaet37424nj95192,ca,2.4,156082,black,tan,prestige auto wholesale inc,3025,2500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,BMW,X3,2.5i,SUV,automatic,wbxpa73424wc37245,ca,2.8,150330,white,beige,jk motors inc,4750,3600,Wed Jan 07 2015 04:30:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,Sedan,automatic,wbaaz33413ph33180,ca,4.4,56128,red,tan,ideal transportation,4575,7500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2003,BMW,5 Series,525i,Sedan,automatic,wbadt43433g023246,ca,2,114127,green,beige,high bid trading co inc,3550,3200,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2003,BMW,7 Series,745Li,Sedan,automatic,wbagn63403ds43612,ca,2.4,212596,white,black,prestige auto wholesale inc,1675,3300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53592lp48869,ca,1.9,147035,silver,black,southwest auto inc,3975,3300,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2002,BMW,5 Series,525i,Sedan,automatic,wbadt43492gz95030,ca,3.5,118370,silver,black,arrowhead auto group inc,2550,3500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63452dp57752,ca,1.9,185517,black,black,prestige auto wholesale inc,2575,2400,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63421cf08450,ca,2.8,132978,green,tan,orange coast chrysler jeep dodge,2950,2000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53521lm89977,ca,2.7,183783,burgundy,black,aaero sweet company,2700,2400,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
1999,BMW,3 Series,328i,Sedan,automatic,wbaam5333xfr10032,ca,1.9,117835,black,black,ss motors llc,2275,900,Wed Jan 07 2015 04:30:00 GMT-0800 (PST)
2013,BMW,3 Series,320i,Sedan,automatic,wba3b1c54dk130245,ca,4.8,25315,white,black,r & r auto group inc,23800,23250,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2013,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c5xdl981446,ca,4.1,33036,white,black,mckenna audi/mckenna bmw,34300,37000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2015,BMW,M4,Base,Coupe,automatic,wbs3r9c53fk329392,oh,5,3780,white,black,international motor car company,67000,64000,Thu Jan 15 2015 02:05:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c58be678005,fl,1.9,58604,white,tan,financial services remarketing (lease),16200,14200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7g50bnm56861,fl,3.7,26962,gray,black,braman motors,20500,17600,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,BMW,1 Series,128i,Convertible,automatic,wbaul7c53bvm79123,ga,4.1,54240,red,gray,young motors llc,16850,16000,Tue Dec 23 2014 12:50:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Convertible,automatic,wbadw3c5xbe539480,fl,4.8,35905,silver,black,braman motors,25300,24800,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Convertible,automatic,wbadw3c59be541334,fl,4.4,42432,black,brown,braman motorcars,24200,22600,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,BMW,3 Series,335is,Coupe,automatic,wbakg1c54be362837,ga,3.6,49500,silver,black,global imports,26300,23800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Convertible,automatic,wbadw7c53be546049,nv,2.9,18645,gray,off-white,financial services remarketing - pickup,27600,24500,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c51be677228,wi,4.3,35518,gray,black,financial services remarketing (lease),19300,20000,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g53bnn82119,wi,2.8,38081,white,beige,financial services remarketing (lease),19650,18700,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c54bf125920,nj,3.6,36899,gray,beige,financial services remarketing (lease),19700,18000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c58be852123,fl,4,21130,white,tan,braman motorcars,21200,19800,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g52bnn86710,tn,4.4,50344,white,beige,wholesale inc # 2,18450,19900,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7c51bf086800,wa,4.4,40401,blue,beige,financial services remarketing (lease),19300,18000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g57bnn28712,wi,4.6,19431,black,black,financial services remarketing (lease),21700,21800,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g50bnn30009,nj,1.9,20250,gray,black,financial services remarketing (lease),21600,15000,Wed Jan 14 2015 04:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn80687,wa,4.6,33851,gray,tan,financial services remarketing (lease),20100,19900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c52be851906,fl,4.1,21389,black,tan,braman motorcars,22100,19000,Thu Jan 08 2015 01:40:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c58ba654087,wi,2.3,38079,black,beige,financial services remarketing (lease),19600,18300,Wed Jan 14 2015 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn80446,nj,2.7,18432,gray,black,financial services remarketing (lease),21800,20000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c59ba993800,nj,4,52670,blue,brown,myrddin fleet services,17850,18800,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g5xbnn28851,wa,3.7,51336,white,tan,financial services remarketing (lease),18000,17500,Wed Jan 07 2015 05:25:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c5xbf125873,wa,4.3,25088,blue,gray,financial services remarketing (lease),21000,20000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g5xbnn77429,wi,4.6,29919,gray,black,financial services remarketing (lease),20100,18500,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn31165,wa,2.3,27892,black,black,financial services remarketing (lease),19900,17900,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g50bnn27367,wa,4.3,28034,blue,tan,financial services remarketing (lease),20700,20250,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g59bnn30302,wi,4.7,17208,gray,gray,financial services remarketing (lease),21900,21250,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c55be130804,pr,3.8,35427,white,black,financial services remarketing (land rovers),20100,19000,Thu Jan 08 2015 00:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g50bnm75916,wa,2.8,64302,black,black,financial services remarketing (lease),16150,17200,Wed Jan 07 2015 13:25:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnm84380,wa,4.3,29385,white,black,financial services remarketing (lease),19800,19000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c52bf184726,wa,4.7,28779,white,black,financial services remarketing (lease),23600,19900,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c58ba656552,nv,3.1,37400,blue,beige,financial services remarketing (lease),19600,17600,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c55be680407,fl,2.4,23424,black,brown,braman motors,20100,18400,Wed Jan 28 2015 01:40:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g56bnn86709,wi,4.3,25115,white,gray,financial services remarketing (lease),21000,22000,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g53bnn28514,wa,4,17180,gray,black,financial services remarketing (lease),21900,21500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g54bnm71917,nj,4.6,42089,white,black,progressive gm inc,18900,16000,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g52bnn30769,wa,4.8,49750,silver,black,financial services remarketing (lease),18400,18000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c57bf123160,nj,2.7,65197,gray,black,financial services remarketing (lease),16600,15500,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g59bnn28579,wa,3.1,37099,blue,beige,financial services remarketing (lease),19650,19000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g51bnm77383,il,3.9,30705,blue,beige,delta audi delta porsche delta subaru,19300,17500,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnm75145,nj,3.8,60918,black,tan,mercedes benz and porsche of atlantic city,15900,16400,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g5xbnn80805,wa,3.9,24430,blue,gray,financial services remarketing (lease),21100,20250,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c52bf124149,nv,3.1,17707,gray,beige,financial services remarketing (lease),21900,21750,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g55bnn81599,wa,4.5,21115,black,black,financial services remarketing (lease),21500,20900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g56bnn31844,wa,3.5,40238,blue,tan,financial services remarketing (lease),19300,18000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c58be575960,fl,4.2,25850,silver,gray,the collection,25900,24200,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,manual,wbapk5c56bft74140,nv,2.8,30353,gray,black,financial services remarketing (lease),20400,17750,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g54bnn86885,nv,2.7,26055,black,black,financial services remarketing (lease),21000,19500,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c59be675369,sc,4.5,45232,gray,gray,faulkner auto sales,18000,18400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c59bf123158,nj,3.7,32949,gray,black,financial services remarketing (lease),20200,19500,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7g5xbnm55104,ga,4.3,60753,silver,black,ed voyles kia of chamblee,15900,14600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c59bf183606,fl,4.2,37081,black,beige,the collection,23200,22600,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g56bnn79974,wa,3.8,32590,white,tan,financial services remarketing (lease),20200,19500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,manual,wbapk5c55bft74050,wa,2.5,25084,black,tan,financial services remarketing (lease),20400,18750,Wed Feb 11 2015 06:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g55bnn80128,wa,4.2,27688,gray,gray,financial services remarketing (lease),20800,21000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g5xbnn31653,nv,2.8,42679,black,tan,financial services remarketing (lease),19150,18750,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g51bnn69994,mn,4.2,50858,black,black,bmw of minnetonka,18050,16300,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g50bnn81722,wa,4.5,27160,white,black,financial services remarketing (lease),20800,19900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c54bf184436,nv,3.7,64527,gray,gray,financial services remarketing (repos),18300,22000,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c58be577854,wa,4.7,28669,gray,gray,financial services remarketing (lease),25500,23900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g56bnn30211,nj,2.3,16383,black,tan,financial services remarketing (lease),22000,21900,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g52bnn78949,wi,3.4,20666,white,beige,financial services remarketing (lease),21500,21000,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c55be852614,ga,4.3,44796,white,tan,athens bmw,18050,18800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c53bf124323,wa,3.6,32303,gray,black,financial services remarketing (lease),20200,19500,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g53bnn87171,nj,3.8,23778,gray,black,financial services remarketing (lease),21200,20100,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c55be682920,fl,3.9,36921,black,black,lauderdale imports ltd bmw pembrok pines,18200,19100,Fri Feb 20 2015 09:35:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g53bnn69558,wi,4.4,47491,black,black,financial services remarketing (lease),18400,16900,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c58be851506,ga,3.4,53736,silver,black,wells fargo dealer services,16850,17000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c56be851102,fl,3.2,29949,white,tan,braman motorcars,20500,15700,Tue Dec 23 2014 14:10:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7g50bnm54639,fl,2.5,43626,blue,black,braman motors,18200,16000,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g50bnn79808,wi,4.7,27075,black,tan,financial services remarketing (lease),20400,20000,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g55bnn29664,wa,4.8,18195,gray,black,financial services remarketing (lease),21800,21500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g5xbnn27991,wi,3.8,31456,white,beige,financial services remarketing (lease),20400,20750,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Coupe,manual,wbake3c52be444468,fl,3.5,43182,gray,gray,margate volvo,19450,19500,Fri Jan 02 2015 09:35:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7c58bf195514,nv,2.9,27483,blue,gray,financial services remarketing - pickup,20800,19750,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c55ba657755,nj,2.9,26398,black,black,financial services remarketing (lease),20300,19500,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g57bnn26636,nj,3.8,40764,blue,beige,financial services remarketing (lease),19300,19000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c52be852280,wa,4.2,22186,white,tan,financial services remarketing (lease),20600,20250,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g55bnn31821,nv,3.3,56268,black,black,financial services remarketing (lease),17650,17000,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c57be581805,ga,2.5,29802,white,red,bmw north america,28500,22200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c52be742559,ga,2.8,40844,black,brown,herrin gear chevrolet co inc,27100,25500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,5 Series,550i,Sedan,automatic,wbafr9c58bc270362,nj,4.2,66844,gray,black,auto liquidations inc,25500,25100,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,manual,wbadx7c5xbe242407,ga,3.8,79012,black,brown,financial services remarketing (lease),24500,21000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,manual,wbafr7c56bc267948,wa,4,29974,white,black,financial services remarketing (lease),27900,28000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c57bc745534,fl,3,56230,black,black,lauderdale imports ltd bmw pembrok pines,22800,21400,Fri Jan 16 2015 01:35:00 GMT-0800 (PST)
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c56bc740728,fl,3.8,47624,black,brown,braman motors,24800,24600,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c56bds36416,ca,4.1,69547,white,black,mercedes benz of bakersfield,21900,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c55bdu56065,nv,3.1,30817,white,black,financial services remarketing (lease),30500,30250,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c5xbdu54604,wi,4.8,25625,gray,brown,financial services remarketing (lease),31300,29500,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c58bc806862,fl,3.9,31328,black,tan,lauderdale bmw of fort lauderdale,29500,31000,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2011,BMW,5 Series,550i,Sedan,automatic,wbafr9c53bc270298,tx,4.8,45990,black,tan,landers mclarty honda,30200,31500,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c54bl704700,ga,3.9,59816,blue,beige,mercedes benz of buckhead,22500,20300,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2011,BMW,5 Series Gran Turismo,535i,Hatchback,automatic,wbasn2c54bc201332,fl,4,36604,white,brown,braman motorcars,26500,28000,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c56bds36870,ca,4.3,23269,gray,beige,high bid trading co inc,27800,26000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c52bc874086,wa,3.5,64203,gray,black,financial services remarketing (lease),25200,26250,Wed Jan 07 2015 13:25:00 GMT-0800 (PST)
2011,BMW,M3,Base,Coupe,manual,wbskg9c56be369315,tx,3.5,33999,black,black,chicago motor car corporation,38100,38000,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i xDrive,Coupe,automatic,wbakf9c5xbe262307,nj,2.9,50213,black,black,bmw of bayside,23000,22200,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c58bl421043,hi,2.7,43412,gray,gray,par north america,30700,27000,Tue Dec 23 2014 14:35:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c56bc266153,il,1.9,36150,black,tan,fields imports inc,28500,24400,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c55bc781319,wi,4.3,71391,white,beige,financial services remarketing (lease),24000,24600,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,BMW,M3,Base,Coupe,automatic,wbskg9c50be369438,fl,4.1,77474,black,red,braman motors,33300,29600,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,BMW,7 Series,740Li,Sedan,automatic,wbakb4c53bc392729,ca,4.6,64232,silver,black,premier chry jeep dge ram of w covina,26800,27000,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c53bl733522,fl,2.8,56672,white,black,financial services remarketing (lease),26600,21200,Thu Jan 15 2015 02:15:00 GMT-0800 (PST)
2011,BMW,3 Series,335i xDrive,Sedan,automatic,wbapl5g51bnn22711,nj,4.2,25058,silver,black,bmw of mount laurel,25400,25250,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c51bl655300,fl,4.1,48127,gray,black,ari,29300,29900,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Coupe,manual,wbakg7c53be262957,ga,3.6,41908,black,brown,best chevrolet,23600,21400,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,BMW,5 Series,550i,Sedan,manual,wbafr9c52bc271281,pa,3.9,57242,silver,black,bmw of annapolis/mini of annapolis,26300,26400,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i xDrive,Coupe,automatic,wbakf9c58be620472,wa,4.4,41458,gray,black,financial services remarketing (lease),24700,24000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c55bl715284,nj,3.5,31543,blue,tan,emkay inc,26800,26700,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,BMW,5 Series Gran Turismo,550i,Hatchback,automatic,wbasn4c59bc209938,or,3.3,51090,white,gray,myrddin fleet services,26600,25000,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,BMW,5 Series,550i xDrive,Sedan,automatic,wbafu9c56bc784063,nj,4.3,143534,black,black,bmw of mount laurel,21100,18500,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c56bc266170,ca,3.8,48274,black,beige,motor city lexus of bakersfield,27700,26500,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c52bl711449,ca,4.1,48707,white,brown,l m auto wholesale,24500,25750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
